Close,High,Low,Open,Volume
ALGT,ALGT,ALGT,ALGT,ALGT
168.8929901123047,184.29960572975324,168.02309636969215,182.4535278862384,137300
173.74501037597656,175.56210804983482,167.12422840689888,167.12422840689888,108500
182.21188354492188,183.83566151467707,169.1442759266869,175.61042232039793,157500
184.15464782714844,185.99106576197514,180.8297517888321,182.61785457922593,102700
180.66543579101562,183.6133821633011,177.2342200051821,182.78215818207,123700
179.47657775878906,183.13009295034968,178.16208450612845,180.10482202919306,123200
181.12936401367188,183.22676617412108,178.97398663353457,180.96505418855224,89100
181.39999389648438,181.5159885806235,176.13236041540867,180.21115530859223,122000
189.54791259765625,190.53378624042782,183.14943086819704,183.53604046431374,166800
179.6795654296875,186.31002249792022,179.24462589897476,186.2713674333243,143900
178.95465087890625,184.1642943615376,175.46544526078839,181.44832272423974,161200
184.90853881835938,185.40148305414576,180.25948946584427,180.25948946584427,90100
183.8839874267578,185.27580551259248,179.87285772645689,184.54122666272968,112300
185.0148468017578,185.8267358167797,178.80966976144333,180.4141276350896,85200
182.32786560058594,183.52637893621528,177.85278655725014,183.52637893621528,85900
181.68995666503906,186.2906907202472,181.3420021125293,184.49292799031534,67600
173.0104522705078,180.2691536457967,170.61344007804712,177.88180153237462,139000
181.5353240966797,183.7100363919063,177.5531742206364,177.5531742206364,120500
175.41712951660156,180.49145814125328,172.6818229834325,180.49145814125328,82300
177.7658233642578,179.34128640778587,172.71082931274898,177.07958904036653,80900
181.41932678222656,183.38139933362,176.86693736921055,181.42900160892054,59700
186.8899383544922,187.1315730485403,181.20668563105323,182.31821407260128,130400
212.03927612304688,213.84669886977295,193.11444559000662,193.11444559000662,315700
206.3463592529297,213.77902971527394,202.7798289712909,208.8786860119423,276100
205.20584106445312,207.50620802470547,202.72184412893472,207.50620802470547,197800
204.42295837402344,209.7099268461069,202.98281023735137,203.72704925076556,131500
209.05267333984375,209.84524224551384,201.95828199317262,203.8430297285673,106800
208.221435546875,208.3954201907053,203.49506165580627,206.24970298880064,110700
207.57388305664062,209.89358520077408,205.31218563338606,208.12481729339413,84700
208.2407684326172,210.15451100693286,202.5092007877073,208.10545359904359,105400
216.1953887939453,216.4853533796835,205.66012191507966,206.11439632482012,96300
221.8013153076172,222.20725982580285,213.26677610263164,215.53814813699213,144400
234.63694763183594,235.8064660384111,221.04741481955617,222.00429351584492,189500
239.1603546142578,248.40046285733033,231.46669954782953,234.26967081810355,203200
236.41537475585938,244.2926593560891,230.4808276565835,244.2926593560891,188200
248.37147521972656,251.29041176060642,235.58417109710504,238.22281787677358,202300
240.3878631591797,251.30007934619178,236.31872846209188,251.2420893799026,107900
243.75140380859375,247.7915286064356,235.37151481918244,241.5283617878845,95900
243.75140380859375,250.30453519475225,240.25253833790674,248.87404726074527,151800
243.75140380859375,245.09489204857113,236.83098298691854,242.47556561040545,124600
242.1759490966797,253.53277951499317,241.03544044019463,246.11942900320707,206500
235.8644561767578,243.6161012848254,224.91357008188766,241.88598861789222,173100
235.9031219482422,239.37299255289275,221.60800544605965,239.37299255289275,178500
249.5313262939453,254.07404079806327,238.60942053603318,241.62503151591264,211600
249.56996154785156,251.6770384331191,242.6108855206558,250.98112935557845,180300
242.5819091796875,253.1945013054072,234.58864374824884,249.25103589391628,172600
242.72689819335938,247.694892381982,238.59977330913662,245.61683982162853,198300
245.22056579589844,247.72388300377756,241.94399984903424,241.94399984903424,292000
259.8152770996094,261.2457650577051,245.5491705648389,250.0822248802004,273700
248.37147521972656,262.21231783706685,246.9699969172468,262.21231783706685,186700
253.84207153320312,255.96843904263937,243.91571464058694,247.39525996998043,172200
247.13429260253906,257.1669694355436,244.52464095616403,253.2138295315178,183800
249.11569213867188,251.9766681237854,238.6577503584174,245.71348630067214,267500
239.66297912597656,246.75737072737124,237.99085630101425,246.75737072737124,163800
233.40945434570312,243.47111179608928,231.969306259983,236.8020001403993,226000
226.84664916992188,241.1707609973034,226.83698909145866,238.79306910453636,186000
238.7447509765625,240.45552883435658,222.690540427891,225.34852220913984,195100
242.08895874023438,244.38932565470992,233.91203453248934,243.50009703786253,159800
233.129150390625,245.05623537600823,229.05035556609178,242.05997401202117,219200
239.29566955566406,240.69714781730517,234.9269102020266,235.3231946358222,126700
235.89344787597656,239.07336866171173,232.52989711397274,237.47857085560696,185600
236.5603485107422,240.1268786988711,232.56853893186909,237.3239075999709,107300
241.7410125732422,245.50084780201388,238.48378163482417,240.45551423819433,173200
243.5001220703125,247.20196758495732,240.36854567800796,240.36854567800796,95400
242.14697265625,245.32689367587943,239.69197050959653,244.04139525817948,101200
242.61090087890625,245.1529026632921,234.8785904151554,241.82800680416537,118700
244.36032104492188,245.10454522469826,237.0726109929411,241.64433491129506,101300
240.9581298828125,245.5878443242446,238.26147832600577,245.5878443242446,95400
240.00125122070312,240.57150558299867,230.8964573369606,238.99605734052474,134400
240.42652893066406,246.43840150729983,239.8852695569059,243.3938101558043,91000
240.9097900390625,243.9060661454527,238.25180840372678,243.9060661454527,52000
235.9127960205078,241.45105930766138,235.6324915048199,241.0547748534609,67100
235.2652130126953,236.85999613452998,232.16261697330458,235.6808176178454,57200
223.7247314453125,232.88751490347704,220.2935158441717,232.88751490347704,142000
231.43771362304688,231.4667086073043,220.66081185983217,222.60354954613726,101600
224.94256591796875,234.84958840319433,223.7247323657264,232.86818095650693,113800
232.752197265625,235.226534140332,225.62881129845837,227.13660940971974,97800
232.53955078125,237.75886880068404,230.43250341748248,235.84511148611955,116900
231.3797149658203,233.98936668847233,228.77972332148744,233.98936668847233,67500
227.2042694091797,232.87784711148757,225.64814144293203,230.53882512307874,87900
227.6488800048828,229.12768317357023,225.21319812483992,227.9388445914946,69800
227.84219360351562,230.03624087073166,225.43552136267337,225.43552136267337,94700
227.78419494628906,230.23921173271498,223.1738007869359,230.23921173271498,158700
222.65187072753906,226.2667310217651,219.278645124815,226.2667310217651,151400
226.17007446289062,236.24140677816217,224.76859618188678,235.82580218200857,257100
213.60507202148438,213.60507202148438,209.16866252676274,209.7292567932561,944400
217.21994018554688,218.4377737920222,211.57534225590837,215.46083245020387,913800
212.14559936523438,218.43776143163018,211.72998002618402,216.29204418815286,295800
216.63034057617188,217.47122459183268,204.40361621130427,208.95602033530628,312300
207.04226684570312,217.41322323917294,206.11438318015777,214.01100279645405,134500
