Close,High,Low,Open,Volume
AIFD,AIFD,AIFD,AIFD,AIFD
25.54800033569336,25.54800033569336,25.420000076293945,25.420000076293945,3000
25.510000228881836,25.639999389648438,25.43000030517578,25.59000015258789,8000
25.611000061035156,25.65999984741211,25.459999084472656,25.459999084472656,7100
25.549999237060547,25.690000534057617,25.440000534057617,25.690000534057617,10900
25.687999725341797,25.690000534057617,25.6200008392334,25.670000076293945,2100
25.6560001373291,25.729999542236328,25.6299991607666,25.68000030517578,8000
25.91200065612793,25.913000106811523,25.450000762939453,25.450000762939453,20300
26.56399917602539,26.56399917602539,26.020000457763672,26.020000457763672,13700
26.430999755859375,26.6200008392334,26.40999984741211,26.43000030517578,16300
26.351999282836914,26.59000015258789,25.299999237060547,26.59000015258789,48200
26.591999053955078,26.65999984741211,26.219999313354492,26.219999313354492,34800
26.55500030517578,26.610000610351562,26.334999084472656,26.360000610351562,12400
26.472999572753906,26.729999542236328,26.408000946044922,26.729999542236328,6000
26.35099983215332,27.209999084472656,26.35099983215332,27.209999084472656,22500
26.677000045776367,26.780000686645508,26.260000228881836,26.260000228881836,63600
26.80699920654297,26.8700008392334,26.719999313354492,26.739999771118164,18600
26.677000045776367,26.764999389648438,26.520999908447266,26.65999984741211,11100
25.889999389648438,26.5,25.81999969482422,26.5,15700
25.700000762939453,25.950000762939453,25.198999404907227,25.950000762939453,16500
25.847000122070312,26.038000106811523,25.584999084472656,25.940000534057617,18100
25.719999313354492,25.809999465942383,25.6200008392334,25.799999237060547,9900
26.6200008392334,26.639999389648438,25.719999313354492,25.719999313354492,11300
26.53499984741211,26.690000534057617,26.469999313354492,26.649999618530273,8900
26.558000564575195,26.579999923706055,26.469999313354492,26.469999313354492,20800
26.937000274658203,27.020000457763672,26.489999771118164,26.5,48500
27.010000228881836,27.010000228881836,26.829999923706055,26.989999771118164,22400
27.510000228881836,27.6299991607666,27.43000030517578,27.469999313354492,20500
27.695999145507812,27.799999237060547,27.5,27.799999237060547,16500
27.6200008392334,27.65999984741211,27.5,27.65999984741211,22600
27.94099998474121,28.030000686645508,27.489999771118164,27.75,18400
28.09000015258789,28.149999618530273,28.010000228881836,28.010000228881836,11000
27.829999923706055,28.290000915527344,27.69700050354004,28.290000915527344,13500
27.670000076293945,27.739999771118164,27.46500015258789,27.610000610351562,5700
27.261999130249023,27.729999542236328,27.261999130249023,27.649999618530273,27800
27.67099952697754,27.68199920654297,27.364999771118164,27.450000762939453,31300
27.760000228881836,27.760000228881836,27.6200008392334,27.75,11100
27.9689998626709,28.049999237060547,27.81999969482422,27.829999923706055,8400
27.940000534057617,28.350000381469727,27.940000534057617,28.100000381469727,6500
28.049999237060547,28.06999969482422,27.56999969482422,27.959999084472656,25900
28.239999771118164,28.270000457763672,27.90999984741211,27.90999984741211,8400
28.562000274658203,28.562000274658203,28.290000915527344,28.290000915527344,2700
28.860000610351562,28.8700008392334,28.700000762939453,28.700000762939453,8000
